5033419560201 26.0  8.5  0.009999-99.9-99.9-99.9-99.912.1 87-9.9-99-99.9 -99-99.927.5-9.9
5033419560202 32.3 12.7  0.009999-99.9-99.9-99.9-99.911.6 84-9.9-99-99.9 -99-99.926.7-9.9
5033419560203 33.2 16.4  0.009999-99.9-99.9-99.9-99.911.0 80-9.9-99-99.9 -99-99.925.7-9.9
5033419560204 31.5 19.5  0.819999-99.9-99.9-99.9-99.9 4.5 32-9.9-99-99.9 -99-99.914.7-9.9
5033419560205 25.4 14.3  0.009999-99.9-99.9-99.9-99.9 8.7 63-9.9-99-99.9 -99-99.921.7-9.9
5033419560206 26.3  5.8  0.009999-99.9-99.9-99.9-99.912.1 88-9.9-99-99.9 -99-99.927.2-9.9
5033419560207 29.4 12.7  0.009999-99.9-99.9-99.9-99.911.1 81-9.9-99-99.9 -99-99.925.5-9.9
5033419560208 31.5 15.6  0.009999-99.9-99.9-99.9-99.910.4 76-9.9-99-99.9 -99-99.924.3-9.9
5033419560209 34.2 20.1  0.009999-99.9-99.9-99.9-99.910.4 76-9.9-99-99.9 -99-99.924.2-9.9
5033419560210 33.5 18.1  0.009999-99.9-99.9-99.9-99.911.1 82-9.9-99-99.9 -99-99.925.4-9.9
5033419560211 33.0 17.4  0.009999-99.9-99.9-99.9-99.910.0 74-9.9-99-99.9 -99-99.923.5-9.9
5033419560212 34.0 15.8  3.619999-99.9-99.9-99.9-99.9 9.8 72-9.9-99-99.9 -99-99.922.9-9.9
5033419560213 27.4 14.8  0.009999-99.9-99.9-99.9-99.910.8 80-9.9-99-99.9 -99-99.924.6-9.9
5033419560214 29.5  7.2  0.009999-99.9-99.9-99.9-99.9 9.6 71-9.9-99-99.9 -99-99.922.5-9.9
5033419560215 27.9  7.7  0.009999-99.9-99.9-99.9-99.910.8 81-9.9-99-99.9 -99-99.924.5-9.9
5033419560216 32.6 15.9  0.009999-99.9-99.9-99.9-99.911.6 87-9.9-99-99.9 -99-99.925.7-9.9
5033419560217 34.8 18.2  0.009999-99.9-99.9-99.9-99.911.1 83-9.9-99-99.9 -99-99.924.7-9.9
5033419560218 34.9 14.1  0.009999-99.9-99.9-99.9-99.910.4 78-9.9-99-99.9 -99-99.923.5-9.9
5033419560219 35.1 19.4 26.319999-99.9-99.9-99.9-99.9 4.3 32-9.9-99-99.9 -99-99.913.7-9.9
5033419560220 28.7 18.4  5.419999-99.9-99.9-99.9-99.9 6.6 50-9.9-99-99.9 -99-99.917.4-9.9
5033419560221 24.0 11.9  0.009999-99.9-99.9-99.9-99.9 5.3 40-9.9-99-99.9 -99-99.915.2-9.9
5033419560222 24.8  6.7  0.009999-99.9-99.9-99.9-99.910.5 80-9.9-99-99.9 -99-99.923.4-9.9
5033419560223 29.4 10.3 16.219999-99.9-99.9-99.9-99.910.3 78-9.9-99-99.9 -99-99.922.8-9.9
5033419560224 27.5 10.1  0.009999-99.9-99.9-99.9-99.910.2 78-9.9-99-99.9 -99-99.922.7-9.9
5033419560225 28.0 16.1  0.009999-99.9-99.9-99.9-99.9 7.2 55-9.9-99-99.9 -99-99.917.9-9.9
5033419560226 30.0 14.3  4.219999-99.9-99.9-99.9-99.910.3 79-9.9-99-99.9 -99-99.922.6-9.9
5033419560227 27.0 15.2  8.319999-99.9-99.9-99.9-99.9 3.8 29-9.9-99-99.9 -99-99.912.4-9.9
5033419560228 23.9 12.5  0.009999-99.9-99.9-99.9-99.911.4 88-9.9-99-99.9 -99-99.924.1-9.9
5033419560229 31.0 10.7  0.009999-99.9-99.9-99.9-99.911.9 92-9.9-99-99.9 -99-99.924.7-9.9
5033419560301 33.0 12.9  0.009999-99.9-99.9-99.9-99.910.8 84-9.9-99-99.9 -99-99.923.0-9.9
5033419560302 34.0 13.5  0.009999-99.9-99.9-99.9-99.910.9 85-9.9-99-99.9 -99-99.923.0-9.9
5033419560303 32.0 19.9  0.009999-99.9-99.9-99.9-99.9 5.9 46-9.9-99-99.9 -99-99.915.3-9.9
5033419560304 30.4 17.1  0.009999-99.9-99.9-99.9-99.9 3.9 30-9.9-99-99.9 -99-99.912.1-9.9
5033419560305 34.0 15.6  0.009999-99.9-99.9-99.9-99.910.4 82-9.9-99-99.9 -99-99.922.0-9.9
5033419560306 27.6 17.4 27.819999-99.9-99.9-99.9-99.9 3.5 27-9.9-99-99.9 -99-99.911.4-9.9
5033419560307 28.8 12.4  0.009999-99.9-99.9-99.9-99.910.8 86-9.9-99-99.9 -99-99.922.4-9.9
5033419560308 31.8 16.6  0.009999-99.9-99.9-99.9-99.910.3 82-9.9-99-99.9 -99-99.921.5-9.9
5033419560309 33.4 20.7 10.219999-99.9-99.9-99.9-99.9 9.0 72-9.9-99-99.9 -99-99.919.5-9.9
5033419560310 32.0 17.7 91.619999-99.9-99.9-99.9-99.9 3.6 28-9.9-99-99.9 -99-99.911.2-9.9
5033419560311 26.0 13.1 22.019999-99.9-99.9-99.9-99.9 3.8 30-9.9-99-99.9 -99-99.911.5-9.9
5033419560312 19.0 12.2  0.009999-99.9-99.9-99.9-99.9 4.3 34-9.9-99-99.9 -99-99.912.1-9.9
5033419560313 22.0 10.8  0.009999-99.9-99.9-99.9-99.9 3.0 24-9.9-99-99.9 -99-99.910.2-9.9
5033419560314 27.3 11.5  0.009999-99.9-99.9-99.9-99.9 7.0 56-9.9-99-99.9 -99-99.915.9-9.9
5033419560315 30.6 17.1  0.009999-99.9-99.9-99.9-99.9 5.8 47-9.9-99-99.9 -99-99.914.2-9.9
5033419560316 23.0  9.6  0.009999-99.9-99.9-99.9-99.9 6.6 54-9.9-99-99.9 -99-99.915.3-9.9
5033419560317 26.0  9.6  0.009999-99.9-99.9-99.9-99.9 6.2 50-9.9-99-99.9 -99-99.914.5-9.9
5033419560318 29.5 13.6  0.009999-99.9-99.9-99.9-99.9 6.7 55-9.9-99-99.9 -99-99.915.2-9.9
5033419560319 29.5 15.7  0.009999-99.9-99.9-99.9-99.9 5.6 46-9.9-99-99.9 -99-99.913.5-9.9
5033419920621 14.4  1.7  0.009999-99.9-99.9-99.9-99.9 1.3 13-9.9 70-99.9 -99-99.9 3.9-9.9
5033419920622 13.2  4.2  0.009999-99.9-99.9-99.9-99.9 0.0  0-9.9 77-99.9 -99-99.9 2.8-9.9
5033419920623 11.2  6.6  0.009999-99.9-99.9-99.9-99.9 0.8  8-9.9 91-99.9 -99-99.9 3.5-9.9
5033419920624 16.6 10.4  4.019999-99.9-99.9-99.9-99.9 0.0  0-9.9100-99.9 -99-99.9 2.8-9.9
5033419920625 12.0 13.6  0.009999-99.9-99.9-99.9-99.9 0.0  0-9.9 90-99.9 -99-99.9 2.8-9.9
5033419920626 10.7  1.6  0.009999-99.9-99.9-99.9-99.9 2.3 23-9.9 64-99.9 -99-99.9 4.7-9.9
5033419920627 11.6 -5.1  0.009999-99.9-99.9-99.9-99.9-9.9 99-9.9 62-99.9 -99-99.9-9.9-9.9
5033419920628  8.0 -0.2  0.009999-99.9-99.9-99.9-99.9 4.0 41-9.9 56-99.9 -99-99.9 6.3-9.9
5033419920629 10.8 -3.3  0.009999-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5033419920630 16.3 -0.4  0.009999-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5033419920701  9.4  2.4  0.009999-99.9-99.9-99.9-99.9 0.0  0-9.9 78-99.9 -99-99.9 2.8-9.9
5033419920702  9.2 -3.2  0.009999-99.9-99.9-99.9-99.9 2.0 20-9.9 78-99.9 -99-99.9 4.6-9.9
5033419920703 14.0  3.0  0.009999-99.9-99.9-99.9-99.9 4.4 45-9.9 76-99.9 -99-99.9 6.7-9.9
5033419920704 14.2  5.0  0.009999-99.9-99.9-99.9-99.9 3.6 37-9.9 67-99.9 -99-99.9 6.1-9.9
5033419920705  9.8 -1.8  0.009999-99.9-99.9-99.9-99.9 4.8 49-9.9-99-99.9 -99-99.9 7.1-9.9
5033419920706 12.6 -5.3  0.009999-99.9-99.9-99.9-99.9 6.0 61-9.9 60-99.9 -99-99.9 8.2-9.9
5033419920707 14.0  0.2  0.009999-99.9-99.9-99.9-99.9 3.5 36-9.9 63-99.9 -99-99.9 6.1-9.9
5033419920708 12.3  0.8  0.009999-99.9-99.9-99.9-99.9 0.3  3-9.9 78-99.9 -99-99.9 3.2-9.9
5033419920709 17.4  0.5  0.009999-99.9-99.9-99.9-99.9 5.5 56-9.9 71-99.9 -99-99.9 7.9-9.9
5033419920710 16.2  3.8  0.009999-99.9-99.9-99.9-99.9 0.0  0-9.9 90-99.9 -99-99.9 2.9-9.9
5033419920711 12.4  8.7  0.009999-99.9-99.9-99.9-99.9 0.0  0-9.9 98-99.9 -99-99.9 2.9-9.9
5033419920712 14.5  9.0  0.009999-99.9-99.9-99.9-99.9 0.0  0-9.9 86-99.9 -99-99.9 3.0-9.9
5033419920713  9.6  5.6  1.019999-99.9-99.9-99.9-99.9 0.0  0-9.9 89-99.9 -99-99.9 3.0-9.9
5033419920714  7.8 -0.2  0.319999-99.9-99.9-99.9-99.9 3.6 36-9.9 82-99.9 -99-99.9 6.3-9.9
5033419920715  9.6 -4.0  0.009999-99.9-99.9-99.9-99.9-9.9 99-9.9 62-99.9 -99-99.9-9.9-9.9
5033419920716  5.8 -4.6  0.009999-99.9-99.9-99.9-99.9 0.0  0-9.9 71-99.9 -99-99.9 3.0-9.9
5033419920717  7.2 -3.4  0.009999-99.9-99.9-99.9-99.9 1.8 18-9.9-99-99.9 -99-99.9 4.7-9.9
5033419920718 11.3 -5.9  0.009999-99.9-99.9-99.9-99.9 5.0 50-9.9 71-99.9 -99-99.9 7.8-9.9
5033419920719 14.9 -1.8  0.009999-99.9-99.9-99.9-99.9 5.2 52-9.9 64-99.9 -99-99.9 8.0-9.9
5033419920720  8.8  0.5  0.009999-99.9-99.9-99.9-99.9 0.3  3-9.9 78-99.9 -99-99.9 3.4-9.9
5033419920721 10.9 -5.8  0.009999-99.9-99.9-99.9-99.9 6.0 60-9.9 66-99.9 -99-99.9 8.9-9.9
5033419920722  9.0 -7.0  0.009999-99.9-99.9-99.9-99.9 5.9 58-9.9 68-99.9 -99-99.9 8.8-9.9
5033419920723  9.5 -2.8  0.009999-99.9-99.9-99.9-99.9 4.9 48-9.9 67-99.9 -99-99.9 7.9-9.9
5033419920724 10.6 -2.6  0.009999-99.9-99.9-99.9-99.9 5.3 52-9.9 71-99.9 -99-99.9 8.3-9.9
5033419920725  9.3  0.4  0.009999-99.9-99.9-99.9-99.9 0.0  0-9.9 96-99.9 -99-99.9 3.2-9.9
5033419920726 16.0 -3.2  0.009999-99.9-99.9-99.9-99.9 6.8 67-9.9 65-99.9 -99-99.9 9.9-9.9
5033419920727 18.0  0.2  0.009999-99.9-99.9-99.9-99.9 2.4 23-9.9 53-99.9 -99-99.9 5.6-9.9
5033419920728 18.2  4.1  0.009999-99.9-99.9-99.9-99.9 6.2 60-9.9 74-99.9 -99-99.9 9.4-9.9
5033419920729 12.1  3.7  0.009999-99.9-99.9-99.9-99.9 0.8  7-9.9 85-99.9 -99-99.9 4.1-9.9
5033419920730 12.2 -0.4  0.009999-99.9-99.9-99.9-99.9 5.4 52-9.9 62-99.9 -99-99.9 8.7-9.9
5033419920731 11.4 -5.3  0.009999-99.9-99.9-99.9-99.9 3.4 33-9.9 72-99.9 -99-99.9 6.8-9.9
5033419920801 12.0 -5.0  0.009999-99.9-99.9-99.9-99.9 2.3 22-9.9 59-99.9 -99-99.9 5.7-9.9
5033419920802 12.5 -0.8  0.009999-99.9-99.9-99.9-99.9 0.5  4-9.9 59-99.9 -99-99.9 3.9-9.9
5033419920803 16.0  0.4  0.009999-99.9-99.9-99.9-99.9 6.8 65-9.9 68-99.9 -99-99.910.4-9.9
5033419920804 18.4  3.9  0.009999-99.9-99.9-99.9-99.9 3.3 32-9.9 60-99.9 -99-99.9 7.0-9.9
5033419920805 19.3  3.7  0.009999-99.9-99.9-99.9-99.9 4.0 38-9.9 52-99.9 -99-99.9 7.7-9.9
5033419920806 19.4  7.7  0.009999-99.9-99.9-99.9-99.9 3.5 33-9.9 77-99.9 -99-99.9 7.2-9.9
5033419920807 14.4  3.2  0.009999-99.9-99.9-99.9-99.9-9.9 99-9.9 46-99.9 -99-99.9-9.9-9.9
5033419920808 17.0 -3.9  0.009999-99.9-99.9-99.9-99.9-9.9 99-9.9 40-99.9 -99-99.9-9.9-9.9
5033419920809 11.8  0.4  0.009999-99.9-99.9-99.9-99.9 0.0  0-9.9 58-99.9 -99-99.9 3.7-9.9
5033419920810 17.1 -3.2  0.009999-99.9-99.9-99.9-99.9 7.5 71-9.9 52-99.9 -99-99.911.8-9.9
5033419920811 20.4 -1.8  0.009999-99.9-99.9-99.9-99.9 7.3 69-9.9 43-99.9 -99-99.911.7-9.9
5033419920812 23.2  3.1  0.009999-99.9-99.9-99.9-99.9 0.4  4-9.9 34-99.9 -99-99.9 4.3-9.9
5033419920813 22.0  1.4  0.009999-99.9-99.9-99.9-99.9 5.8 54-9.9 52-99.9 -99-99.910.2-9.9
5033419920814 21.8  5.4  0.009999-99.9-99.9-99.9-99.9 5.8 54-9.9 50-99.9 -99-99.910.3-9.9
5033419920815 21.4  6.4  0.009999-99.9-99.9-99.9-99.9 4.5 42-9.9 58-99.9 -99-99.9 8.9-9.9
5033419920816 22.6  4.0  0.009999-99.9-99.9-99.9-99.9-9.9 99-9.9 68-99.9 -99-99.9-9.9-9.9
5033419920817 18.5  5.0  0.009999-99.9-99.9-99.9-99.9 2.8 25-9.9 58-99.9 -99-99.9 7.0-9.9
5033419920818 19.2  4.7  0.009999-99.9-99.9-99.9-99.9 4.5 41-9.9 57-99.9 -99-99.9 9.1-9.9
5033419920819 24.9  5.5  0.009999-99.9-99.9-99.9-99.9 7.3 67-9.9 59-99.9 -99-99.912.4-9.9
5033419920820 26.0 11.2  0.009999-99.9-99.9-99.9-99.9 7.0 64-9.9 58-99.9 -99-99.912.1-9.9
5033419920821 25.6 13.8  0.009999-99.9-99.9-99.9-99.9 1.0  9-9.9 57-99.9 -99-99.9 5.3-9.9
5033419920822 18.2  9.0  0.009999-99.9-99.9-99.9-99.9 6.8 62-9.9 51-99.9 -99-99.912.1-9.9
5033419920823 23.5  2.7  0.009999-99.9-99.9-99.9-99.9 6.3 57-9.9 54-99.9 -99-99.911.6-9.9
5033419920824 26.2  6.6  0.009999-99.9-99.9-99.9-99.9-9.9 99-9.9 47-99.9 -99-99.9-9.9-9.9
5033419920825 26.3 10.8  0.009999-99.9-99.9-99.9-99.9 5.2 46-9.9 54-99.9 -99-99.910.4-9.9
5033419920826 23.6  8.7  0.009999-99.9-99.9-99.9-99.9 2.4 22-9.9 64-99.9 -99-99.9 7.3-9.9
5033419920827 20.2  9.2  7.919999-99.9-99.9-99.9-99.9 3.5 31-9.9 76-99.9 -99-99.9 8.6-9.9
5033419920828 13.0  5.0 52.019999-99.9-99.9-99.9-99.9 0.0  0-9.9 93-99.9 -99-99.9 4.4-9.9
5033419920829 10.8  4.2  0.009999-99.9-99.9-99.9-99.9 0.0  0-9.9 99-99.9 -99-99.9 4.5-9.9
5033419920830 10.4  7.0  0.119999-99.9-99.9-99.9-99.9 0.0  0-9.9 94-99.9 -99-99.9 4.5-9.9
5033419920831 10.5  3.8  0.119999-99.9-99.9-99.9-99.9 0.0  0-9.9 83-99.9 -99-99.9 4.6-9.9
5033419920901  9.4  4.0  0.009999-99.9-99.9-99.9-99.9 0.8  7-9.9 82-99.9 -99-99.9 5.6-9.9
5033419920902 12.6  5.2  0.009999-99.9-99.9-99.9-99.9 3.7 32-9.9 76-99.9 -99-99.9 9.2-9.9
5033419920903 18.8  4.2  0.009999-99.9-99.9-99.9-99.9 7.3 64-9.9 70-99.9 -99-99.913.9-9.9
5033419920904 20.5  8.2  0.009999-99.9-99.9-99.9-99.9 7.0 61-9.9 76-99.9 -99-99.913.6-9.9
5033419920905 15.3  2.4  0.009999-99.9-99.9-99.9-99.9 6.9 60-9.9 50-99.9 -99-99.913.6-9.9
5033419920906 11.2  5.6  0.009999-99.9-99.9-99.9-99.9 0.0  0-9.9 71-99.9 -99-99.9 4.8-9.9
5033419920907 20.9  7.2  0.009999-99.9-99.9-99.9-99.9 8.5 73-9.9 71-99.9 -99-99.915.8-9.9
5033419920908 19.4  6.0  5.519999-99.9-99.9-99.9-99.9 4.0 34-9.9 79-99.9 -99-99.910.0-9.9
5033419920909 12.6 11.2 60.019999-99.9-99.9-99.9-99.9 0.0  0-9.9 99-99.9 -99-99.9 5.0-9.9
5033419920910 15.7 12.6 14.019999-99.9-99.9-99.9-99.9 0.0  0-9.9 97-99.9 -99-99.9 5.0-9.9
5033419920911 15.8 13.2  1.019999-99.9-99.9-99.9-99.9 0.0  0-9.9 97-99.9 -99-99.9 5.1-9.9
5033419920912 10.6  8.3  0.009999-99.9-99.9-99.9-99.9 0.0  0-9.9 87-99.9 -99-99.9 5.1-9.9
5033419920913 17.0  4.4  0.009999-99.9-99.9-99.9-99.9 8.1 69-9.9 79-99.9 -99-99.916.0-9.9
5033419920914 22.4  9.5  0.009999-99.9-99.9-99.9-99.9 4.4 37-9.9 79-99.9 -99-99.911.1-9.9
5033419920915 23.2 10.5  0.009999-99.9-99.9-99.9-99.9 4.7 39-9.9 76-99.9 -99-99.911.5-9.9
5033419920916 23.4 12.4  0.219999-99.9-99.9-99.9-99.9 0.6  5-9.9 76-99.9 -99-99.9 6.1-9.9
5033419920917 23.4 10.4  0.009999-99.9-99.9-99.9-99.9 4.2 35-9.9 64-99.9 -99-99.911.0-9.9
5033419920918 19.0  3.2  0.009999-99.9-99.9-99.9-99.9 3.7 30-9.9 62-99.9 -99-99.910.3-9.9
5033419920919 24.4  7.6  0.009999-99.9-99.9-99.9-99.9 4.2 35-9.9 53-99.9 -99-99.911.2-9.9
5033419920920 24.5  9.2  0.009999-99.9-99.9-99.9-99.9 6.3 52-9.9 66-99.9 -99-99.914.2-9.9
5033419920921 15.8 10.2  0.009999-99.9-99.9-99.9-99.9 0.0  0-9.9 57-99.9 -99-99.9 5.5-9.9
5033419920922 18.0 -1.6  0.009999-99.9-99.9-99.9-99.9-9.9 99-9.9 39-99.9 -99-99.9-9.9-9.9
5033419920923 18.6  6.0  0.009999-99.9-99.9-99.9-99.9 3.7 30-9.9 48-99.9 -99-99.910.7-9.9
5033419920924 19.2  7.0  0.009999-99.9-99.9-99.9-99.9 0.3  2-9.9 53-99.9 -99-99.9 6.0-9.9
5033419920925 15.7 -2.2  0.009999-99.9-99.9-99.9-99.9-9.9 99-9.9 60-99.9 -99-99.9-9.9-9.9
5033419920926 24.0  5.7  0.009999-99.9-99.9-99.9-99.9 3.7 30-9.9 52-99.9 -99-99.911.0-9.9
5033419920927 22.9  2.0  0.009999-99.9-99.9-99.9-99.9 8.2 67-9.9 55-99.9 -99-99.917.6-9.9
5033419920928 28.6 10.2  0.009999-99.9-99.9-99.9-99.9-9.9 99-9.9 50-99.9 -99-99.9-9.9-9.9
5033419920929 29.0 13.4  0.009999-99.9-99.9-99.9-99.9 3.9 31-9.9 55-99.9 -99-99.911.4-9.9
5033419920930 29.7 13.2  0.009999-99.9-99.9-99.9-99.9 3.9 31-9.9 58-99.9 -99-99.911.5-9.9
5033419921001 29.1 12.8  5.019999-99.9-99.9-99.9-99.9 2.2 17-9.9 69-99.9 -99-99.9 9.1-9.9
5033419921002 22.5  5.3  0.009999-99.9-99.9-99.9-99.9 7.6 61-9.9 62-99.9 -99-99.917.2-9.9
5033419921003 24.4 10.7  0.009999-99.9-99.9-99.9-99.9 4.6 37-9.9 68-99.9 -99-99.912.9-9.9
5033419921004 25.0 13.8  0.009999-99.9-99.9-99.9-99.9 3.0 24-9.9 78-99.9 -99-99.910.6-9.9
5033419921005 17.2  9.8  0.009999-99.9-99.9-99.9-99.9 7.5 59-9.9 52-99.9 -99-99.917.2-9.9
5033419921006 18.6  0.4  0.009999-99.9-99.9-99.9-99.9 7.4 58-9.9 36-99.9 -99-99.917.2-9.9
5033419921007 23.0  5.6  0.009999-99.9-99.9-99.9-99.9 6.5 51-9.9 58-99.9 -99-99.915.9-9.9
5033419921008 23.8  6.4  0.009999-99.9-99.9-99.9-99.9-9.9 99-9.9 65-99.9 -99-99.9-9.9-9.9
5033419921009 26.4 11.2  0.009999-99.9-99.9-99.9-99.9 6.7 52-9.9 51-99.9 -99-99.916.4-9.9
5033419921010 22.4 11.2  0.009999-99.9-99.9-99.9-99.9 6.2 48-9.9 44-99.9 -99-99.915.7-9.9
5033419921011 21.5  7.6  0.009999-99.9-99.9-99.9-99.9 2.6 20-9.9 61-99.9 -99-99.910.3-9.9
5033419921012 24.4  7.7  0.009999-99.9-99.9-99.9-99.9 6.7 52-9.9 51-99.9 -99-99.916.7-9.9
5033419921013 34.3 11.6  0.009999-99.9-99.9-99.9-99.9 7.3 57-9.9 55-99.9 -99-99.917.8-9.9
5033419921014 31.2 13.6  0.009999-99.9-99.9-99.9-99.9-9.9 99-9.9 43-99.9 -99-99.9-9.9-9.9
5033419921015 24.0 22.0 20.019999-99.9-99.9-99.9-99.9 0.3  2-9.9 83-99.9 -99-99.9 7.0-9.9
5033419921016 16.6  9.2  3.019999-99.9-99.9-99.9-99.9 0.3  2-9.9 65-99.9 -99-99.9 7.0-9.9
5033419921017 20.5  3.0  0.009999-99.9-99.9-99.9-99.9 8.2 63-9.9 63-99.9 -99-99.919.5-9.9
5033419921018 22.5  8.6  0.009999-99.9-99.9-99.9-99.9 2.6 20-9.9 58-99.9 -99-99.910.8-9.9
5033419921019 19.2 12.2  0.009999-99.9-99.9-99.9-99.9 2.6 19-9.9 47-99.9 -99-99.910.6-9.9
5033419921020 22.8  1.0  0.009999-99.9-99.9-99.9-99.9-9.9 99-9.9 42-99.9 -99-99.9-9.9-9.9
5033419921021 28.0 11.6  0.009999-99.9-99.9-99.9-99.9-9.9 99-9.9 46-99.9 -99-99.9-9.9-9.9
5033419921022 32.1 12.8  0.009999-99.9-99.9-99.9-99.9 8.0 60-9.9 51-99.9 -99-99.919.4-9.9
5033419921023 33.6 15.8  0.009999-99.9-99.9-99.9-99.9 7.3 55-9.9 54-99.9 -99-99.918.5-9.9
5033419921024 26.1 17.2  2.019999-99.9-99.9-99.9-99.9 3.1 23-9.9 48-99.9 -99-99.911.8-9.9
5033419921025 25.2 15.2  0.009999-99.9-99.9-99.9-99.9 5.3 40-9.9 65-99.9 -99-99.915.5-9.9
5033419921026 31.8 10.6  0.009999-99.9-99.9-99.9-99.9 7.2 54-9.9 46-99.9 -99-99.918.6-9.9
5033419921027 26.0 13.0  0.009999-99.9-99.9-99.9-99.9 2.1 16-9.9 35-99.9 -99-99.910.5-9.9
5033419921028 18.2  4.2  0.009999-99.9-99.9-99.9-99.9-9.9 99-9.9 27-99.9 -99-99.9-9.9-9.9
5033419921029 20.5  7.4  0.009999-99.9-99.9-99.9-99.9 5.3 39-9.9 28-99.9 -99-99.915.6-9.9
5033419921030 22.5  3.2  0.009999-99.9-99.9-99.9-99.9-9.9 99-9.9 34-99.9 -99-99.9-9.9-9.9
5033419921031 32.0 11.0  0.009999-99.9-99.9-99.9-99.9-9.9 99-9.9 32-99.9 -99-99.9-9.9-9.9
5033419921101 24.8 11.8  0.419999-99.9-99.9-99.9-99.911.2 82-9.9 38-99.9 -99-99.925.3-9.9
5033419921102 17.0  9.3  0.009999-99.9-99.9-99.9-99.9 3.8 28-9.9 34-99.9 -99-99.913.5-9.9
5033419921103 16.3  8.4  0.009999-99.9-99.9-99.9-99.9 1.5 11-9.9 46-99.9 -99-99.9 9.7-9.9
5033419921104 20.2 -2.8  0.009999-99.9-99.9-99.9-99.9 6.3 46-9.9 37-99.9 -99-99.917.6-9.9
5033419921105 25.9  7.7  0.009999-99.9-99.9-99.9-99.9 6.6 48-9.9 32-99.9 -99-99.918.1-9.9
5033419921106 26.9 10.9  0.009999-99.9-99.9-99.9-99.9-9.9 99-9.9 30-99.9 -99-99.9-9.9-9.9
5033419921107 31.2 14.8  0.009999-99.9-99.9-99.9-99.9-9.9 99-9.9 36-99.9 -99-99.9-9.9-9.9
5033419921108 28.8 14.0  0.519999-99.9-99.9-99.9-99.9 0.9  7-9.9 46-99.9 -99-99.9 9.0-9.9
5033419921109 21.0 14.0  0.119999-99.9-99.9-99.9-99.9 1.2  8-9.9 87-99.9 -99-99.9 9.3-9.9
5033419921110 17.4 12.8  0.009999-99.9-99.9-99.9-99.9 0.0  0-9.9 92-99.9 -99-99.9 7.5-9.9
5033419921111 21.6 12.4  0.009999-99.9-99.9-99.9-99.9 0.7  5-9.9 78-99.9 -99-99.9 8.7-9.9
5033419921112 20.6 12.0  0.009999-99.9-99.9-99.9-99.9 1.9 13-9.9 83-99.9 -99-99.910.6-9.9
5033419921113 28.4 14.2 27.019999-99.9-99.9-99.9-99.9 4.3 31-9.9 64-99.9 -99-99.914.8-9.9
5033419921114 24.8 15.2  6.019999-99.9-99.9-99.9-99.9 3.0 21-9.9 82-99.9 -99-99.912.5-9.9
5033419921115 26.2 11.6  0.009999-99.9-99.9-99.9-99.9-9.9 99-9.9 57-99.9 -99-99.9-9.9-9.9
5033419921116 23.3 10.3  0.009999-99.9-99.9-99.9-99.9 8.7 62-9.9 54-99.9 -99-99.922.2-9.9
5033419921117 25.5 10.8  0.009999-99.9-99.9-99.9-99.9 8.0 57-9.9 53-99.9 -99-99.921.1-9.9
5033419921118 31.1 14.5  0.519999-99.9-99.9-99.9-99.9-9.9 99-9.9 56-99.9 -99-99.9-9.9-9.9
5033419921119 26.4 17.2  4.019999-99.9-99.9-99.9-99.9 1.2  9-9.9 82-99.9 -99-99.9 9.9-9.9
5033419921120 23.7 15.0  0.009999-99.9-99.9-99.9-99.9 2.7 19-9.9 85-99.9 -99-99.912.3-9.9
5033419921121 16.4 13.0  0.009999-99.9-99.9-99.9-99.9 0.0  0-9.9 79-99.9 -99-99.9 7.8-9.9
5033419921122 18.0  5.6  0.009999-99.9-99.9-99.9-99.9 7.6 54-9.9 55-99.9 -99-99.920.7-9.9
5033419921123 14.2 11.4  7.019999-99.9-99.9-99.9-99.9 0.0  0-9.9 82-99.9 -99-99.9 7.8-9.9
5033419921124 23.2  9.8  0.009999-99.9-99.9-99.9-99.9 2.8 19-9.9 73-99.9 -99-99.912.4-9.9
5033419921125 24.4 14.2  0.009999-99.9-99.9-99.9-99.9 0.2  1-9.9 72-99.9 -99-99.9 8.1-9.9
5033419921126 25.6 14.2 19.019999-99.9-99.9-99.9-99.9 4.0 28-9.9 70-99.9 -99-99.914.6-9.9
5033419921127 18.2 16.8 12.019999-99.9-99.9-99.9-99.9 0.0  0-9.9 96-99.9 -99-99.9 7.9-9.9
5033419921128 18.2 14.8  0.009999-99.9-99.9-99.9-99.9 4.2 29-9.9 82-99.9 -99-99.915.0-9.9
5033419921129 29.1 13.8  0.419999-99.9-99.9-99.9-99.9-9.9 99-9.9 58-99.9 -99-99.9-9.9-9.9
5033419921130 28.9 17.4  0.009999-99.9-99.9-99.9-99.9 6.4 45-9.9 52-99.9 -99-99.918.9-9.9
5033419921201 27.4 10.0  0.009999-99.9-99.9-99.9-99.9-9.9 99-9.9 46-99.9 -99-99.9-9.9-9.9
5033419921202 28.9 13.0  6.019999-99.9-99.9-99.9-99.9 5.5 38-9.9 53-99.9 -99-99.917.3-9.9
5033419921203 23.2 16.1 74.019999-99.9-99.9-99.9-99.9 3.3 22-9.9 77-99.9 -99-99.913.4-9.9
5033419921204 23.2 16.2142.019999-99.9-99.9-99.9-99.9 0.1  1-9.9 84-99.9 -99-99.9 8.3-9.9
